what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1487210688138
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1487210688138
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1487210688169
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1487210688169
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1487210688169
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1487210688169
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1487210688169
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1487210688206
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1487210688206
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1487210688224
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1487210688226
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1487210688226
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1487210688242
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1487210688245
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1487210688246
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1487210688246
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1487210688246
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1487210688246
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1487210688267
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1487210688267
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1487210688267
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1487210688303
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1487210688320
started,bundle,org.eclipse.update.ui,3.2.300.v20100512,"org.eclipse.update.ui",1487210688326
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1487210688326
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1487210688326
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1487210688326
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1487210688326
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1487210688342
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1487210688342
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1487210688342
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1487210688342
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1487210688342
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1487210688342
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1487210688342
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1487210688342
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1487210688342
started,bundle,com.bstek.ide,0.6.9,"com.bstek.ide",1487210688357
started,bundle,com.bstek.ide.cloudo.server,1.0.0.201406201759,"com.bstek.ide.cloudo.server",1487210688380
started,bundle,com.bstek.ide.common2,0.5.0.201406201759,"com.bstek.ide.common2",1487210688380
started,bundle,com.bstek.ide.internal,0.5.0.201406201759,"com.bstek.ide.internal",1487210688380
started,bundle,com.bstek.ide.jetty,1.0.0.201406201759,"com.bstek.ide.jetty",1487210688380
started,bundle,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.navigator",1487210688400
started,bundle,org.bsdn.dailysplash,1.0.1.201406201759,"org.bsdn.dailysplash",1487210688400
started,bundle,com.aptana.ide.core,2.0.5.201108291541,"com.aptana.ide.core",1487210688400
started,bundle,com.aptana.ide.core.ui,2.0.5.201108291541,"com.aptana.ide.core.ui",1487210688400
started,bundle,com.aptana.ide.epl,2.0.5.201108291541,"com.aptana.ide.epl",1487210688400
started,bundle,com.bstek.ide.common,1.2.7.201207311458,"com.bstek.ide.common",1487210688400
os,sysinfo,,,"win32",1487210688400
arch,sysinfo,,,"x86_64",1487210688400
ws,sysinfo,,,"win32",1487210688400
locale,sysinfo,,,"zh_CN",1487210688400
processors,sysinfo,,,"4",1487210688400
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1487210688400
java.runtime.version,sysinfo,,,"1.8.0_121-b13",1487210688400
java.specification.name,sysinfo,,,"Java Platform API Specification",1487210688400
java.specification.vendor,sysinfo,,,"Oracle Corporation",1487210688400
java.specification.version,sysinfo,,,"1.8",1487210688400
java.vendor,sysinfo,,,"Oracle Corporation",1487210688400
java.version,sysinfo,,,"1.8.0_121",1487210688400
java.vm.info,sysinfo,,,"mixed mode",1487210688400
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1487210688400
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1487210688400
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1487210688400
java.vm.specification.version,sysinfo,,,"1.8",1487210688400
java.vm.vendor,sysinfo,,,"Oracle Corporation",1487210688400
java.vm.version,sysinfo,,,"25.121-b13",1487210688400
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1487210689213
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1487210690088
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1487210690499
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1487210690539
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1487210690575
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1487210691133
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1487210691164
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1487210691164
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1487210691211
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1487210691274
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1487210691414
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1487210691446
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1487210691524
started,bundle,com.bstek.ide.dashboard.editor,0.5.0.201406201759,"com.bstek.ide.dashboard.editor",1487210695751
started,bundle,org.eclipse.draw2d,3.7.2.v20111017-2020,"org.eclipse.draw2d",1487210696104
started,bundle,com.bstek.ide.core2,0.5.0.201406201759,"com.bstek.ide.core2",1487210696135
opened,editor,com.bstek.ide.dashboard.editor,0.5.0.201406201759,"com.bstek.ide.dashboard.editor.DashboardEditor",1487210696167
activated,editor,com.bstek.ide.dashboard.editor,0.5.0.201406201759,"com.bstek.ide.dashboard.editor.DashboardEditor",1487210698313
activated,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487210698480
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1487210701724
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1487210702336
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1487210702461
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1487210704283
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1487210704314
activated,editor,com.bstek.ide.dashboard.editor,0.5.0.201406201759,"com.bstek.ide.dashboard.editor.DashboardEditor",1487210705549
activated,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487210705611
closed,editor,com.bstek.ide.dashboard.editor,0.5.0.201406201759,"com.bstek.ide.dashboard.editor.DashboardEditor",1487210705627
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1487210714178
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1487210716710
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1487210716710
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1487210716772
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1487210716772
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1487210717054
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1487210717054
started,bundle,com.bstek.ide.ui,0.5.0.201406201759,"com.bstek.ide.ui",1487210718838
started,bundle,com.bstek.ide.libraries2,0.5.0.201406201759,"com.bstek.ide.libraries2",1487210718869
started,bundle,com.bstek.ide.launching,1.0.0.201406201759,"com.bstek.ide.launching",1487210718869
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1487210719182
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1487210719244
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1487210719525
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1487210719666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210719877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210722152
started,bundle,com.bstek.ide.notifications,0.5.0.201406201759,"com.bstek.ide.notifications",1487210722626
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1487210725128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210725284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210727752
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1487210727752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1487210727752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210731431
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1487210768321
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1487210768342
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1487210768342
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1487210768465
started,bundle,org.eclipse.pde,3.7.2.v201202080800,"org.eclipse.pde",1487210768575
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110815-1438,"org.eclipse.equinox.simpleconfigurator.manipulator",1487210768669
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110815-1438,"org.eclipse.equinox.frameworkadmin",1487210768684
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110815-1438,"org.eclipse.equinox.frameworkadmin.equinox",1487210774702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210777429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210779096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210779189
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1487210779205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210783860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210816327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210818376
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1487210839990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210840037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1487210840052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1487210840052
started,bundle,com.bstek.ide.extension2,0.5.0.201406201759,"com.bstek.ide.extension2",1487210841695
started,bundle,com.bstek.ide.common.editor2,0.5.0.201406201759,"com.bstek.ide.common.editor2",1487210841695
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1487210841710
started,bundle,com.bstek.ide.view.editor2,0.5.0.201406201759,"com.bstek.ide.view.editor2",1487210841710
started,bundle,com.bstek.ide.scala,1.0.0.201406201834,"com.bstek.ide.scala",1487210841710
started,bundle,com.bstek.ide.touch.editor,1.0.0.201406201834,"com.bstek.ide.touch.editor",1487210841710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210847098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210867707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210868480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210868578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210869129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210883211
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487210886094
started,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1487210886840
started,bundle,org.eclipse.gef,3.7.2.v20111106-2020,"org.eclipse.gef",1487210886871
opened,view,com.bstek.ide.ui,0.5.0.201406201759,"com.bstek.ide.ui.views.DoradoSnippetsView",1487210887257
activated,view,com.bstek.ide.ui,0.5.0.201406201759,"com.bstek.ide.ui.views.DoradoSnippetsView",1487210887324
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487210888309
closed,view,com.bstek.ide.ui,0.5.0.201406201759,"com.bstek.ide.ui.views.DoradoSnippetsView",1487210888309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1487210912263
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210916241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210957530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210962067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210976755
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487210981821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211002584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211007965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211012118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211019232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211061256
activated,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487211065817
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1487211065848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211096668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211102542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211103976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211212604
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487211215718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1487211221395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211222793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211239027
activated,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487211241216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1487211248108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1487211258932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211267485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487211267563
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1487211267579
activated,view,com.bstek.ide.ui.navigator,1.0.0.201406201759,"com.bstek.ide.ui.DoradoExplorer",1487211271115
